mode,game,run,seed,rounds,total1,total2,total_score,elapsed_sec
scot,bos,1,100250,200,1393.0,1990.0,3383.0,505.71375942230225
scot,pd,1,100251,200,1000.0,1000.0,2000.0,503.7472131252289
scot,deadlock,1,100252,200,200.0,200.0,400.0,502.3455505371094
scot,samaritan,1,100253,200,-200.0,-600.0,-800.0,511.3272714614868
scot,lemons,1,100254,200,4.0,-1.0,3.0,897.4699141979218
scot,bos,2,100255,200,1393.0,1990.0,3383.0,501.17847537994385
scot,pd,2,100256,200,1000.0,1000.0,2000.0,503.57487392425537
scot,deadlock,2,100257,200,200.0,200.0,400.0,500.6290831565857
scot,samaritan,2,100258,200,-200.0,-600.0,-800.0,511.5570960044861
scot,lemons,2,100259,200,4.0,-1.0,3.0,901.1061105728149
scot,bos,3,100260,200,1400.0,2000.0,3400.0,501.2401793003082
scot,pd,3,100261,200,1000.0,1000.0,2000.0,504.63878107070923
scot,deadlock,3,100262,200,200.0,200.0,400.0,498.24041748046875
scot,samaritan,3,100263,200,-200.0,-600.0,-800.0,517.2154583930969
scot,lemons,3,100264,200,4.0,-1.0,3.0,897.0456264019012
scot,bos,4,100265,200,1400.0,2000.0,3400.0,499.9130802154541
scot,pd,4,100266,200,1000.0,1000.0,2000.0,502.69737100601196
scot,deadlock,4,100267,200,200.0,200.0,400.0,506.0534806251526
scot,samaritan,4,100268,200,-200.0,-600.0,-800.0,507.1365694999695
scot,lemons,4,100269,200,4.0,-1.0,3.0,897.750420331955
scot,bos,5,100270,200,1400.0,2000.0,3400.0,503.84356474876404
scot,pd,5,100271,200,1000.0,1000.0,2000.0,500.110559463501
scot,deadlock,5,100272,200,200.0,200.0,400.0,498.1490867137909
scot,samaritan,5,100273,200,-200.0,-600.0,-800.0,510.85389828681946
scot,lemons,5,100274,200,4.0,-1.0,3.0,913.2389986515045
scot,bos,6,100275,200,1400.0,2000.0,3400.0,502.9062523841858
scot,pd,6,100276,200,1000.0,1000.0,2000.0,501.02450680732727
scot,deadlock,6,100277,200,200.0,200.0,400.0,501.3460190296173
scot,samaritan,6,100278,200,-200.0,-600.0,-800.0,513.2584314346313
scot,lemons,6,100279,200,4.0,-1.0,3.0,895.2546656131744
scot,bos,7,100280,200,1400.0,2000.0,3400.0,503.78067779541016
scot,pd,7,100281,200,1000.0,1000.0,2000.0,502.76549530029297
scot,deadlock,7,100282,200,200.0,200.0,400.0,500.3567864894867
scot,samaritan,7,100283,200,-200.0,-600.0,-800.0,506.44152903556824
scot,lemons,7,100284,200,4.0,-1.0,3.0,895.1918497085571
scot,bos,8,100285,200,1400.0,2000.0,3400.0,499.7808120250702
scot,pd,8,100286,200,1000.0,1000.0,2000.0,506.6986954212189
scot,deadlock,8,100287,200,200.0,200.0,400.0,498.64402532577515
scot,samaritan,8,100288,200,-200.0,-600.0,-800.0,512.0191948413849
scot,lemons,8,100289,200,4.0,-1.0,3.0,900.3125483989716
scot,bos,9,100290,200,1400.0,2000.0,3400.0,501.18675231933594
scot,pd,9,100291,200,1000.0,1000.0,2000.0,499.8174204826355
scot,deadlock,9,100292,200,200.0,200.0,400.0,498.90614438056946
scot,samaritan,9,100293,200,-200.0,-600.0,-800.0,506.07238698005676
scot,lemons,9,100294,200,4.0,-1.0,3.0,896.958756685257
scot,bos,10,100295,200,1400.0,2000.0,3400.0,502.9833142757416
scot,pd,10,100296,200,1000.0,1000.0,2000.0,501.66210436820984
scot,deadlock,10,100297,200,200.0,200.0,400.0,497.8430645465851
scot,samaritan,10,100298,200,-200.0,-600.0,-800.0,512.3295600414276
scot,lemons,10,100299,200,4.0,-1.0,3.0,896.3599138259888
scot,bos,11,100300,200,1400.0,2000.0,3400.0,501.5811939239502
scot,pd,11,100301,200,1000.0,1000.0,2000.0,500.9361448287964
scot,deadlock,11,100302,200,200.0,200.0,400.0,499.2080330848694
scot,samaritan,11,100303,200,-200.0,-600.0,-800.0,510.3061764240265
scot,lemons,11,100304,200,4.0,-1.0,3.0,891.6980972290039
scot,bos,12,100305,200,1400.0,2000.0,3400.0,500.1158802509308
scot,pd,12,100306,200,1000.0,1000.0,2000.0,499.964638710022
scot,deadlock,12,100307,200,200.0,200.0,400.0,499.5458753108978
scot,samaritan,12,100308,200,-200.0,-600.0,-800.0,508.39208579063416
scot,lemons,12,100309,200,4.0,-1.0,3.0,892.8675873279572
scot,bos,13,100310,200,1400.0,2000.0,3400.0,500.58922147750854
scot,pd,13,100311,200,1000.0,1000.0,2000.0,501.09576869010925
scot,deadlock,13,100312,200,200.0,200.0,400.0,498.6459197998047
scot,samaritan,13,100313,200,-200.0,-600.0,-800.0,507.0274920463562
scot,lemons,13,100314,200,4.0,-1.0,3.0,892.0014448165894
scot,bos,14,100315,200,1400.0,2000.0,3400.0,502.1065170764923
scot,pd,14,100316,200,1000.0,1000.0,2000.0,503.25868821144104
scot,deadlock,14,100317,200,200.0,200.0,400.0,498.1177682876587
scot,samaritan,14,100318,200,-200.0,-600.0,-800.0,506.64359521865845
scot,lemons,14,100319,200,4.0,-1.0,3.0,902.0194225311279
scot,bos,15,100320,200,1400.0,2000.0,3400.0,499.789395570755
scot,pd,15,100321,200,1000.0,1000.0,2000.0,502.27065086364746
scot,deadlock,15,100322,200,200.0,200.0,400.0,496.96340227127075
scot,samaritan,15,100323,200,-200.0,-600.0,-800.0,510.8611488342285
scot,lemons,15,100324,200,4.0,-1.0,3.0,894.8578250408173
scot,bos,16,100325,200,1400.0,2000.0,3400.0,500.2461156845093
scot,pd,16,100326,200,1000.0,1000.0,2000.0,503.62596893310547
scot,deadlock,16,100327,200,200.0,200.0,400.0,497.21574878692627
scot,samaritan,16,100328,200,-200.0,-600.0,-800.0,506.77702713012695
scot,lemons,16,100329,200,4.0,-1.0,3.0,906.2687339782715
scot,bos,17,100330,200,1400.0,2000.0,3400.0,501.1092755794525
scot,pd,17,100331,200,1000.0,1000.0,2000.0,503.738445520401
scot,deadlock,17,100332,200,200.0,200.0,400.0,498.42518162727356
scot,samaritan,17,100333,200,-200.0,-600.0,-800.0,508.9786174297333
scot,lemons,17,100334,200,4.0,-1.0,3.0,893.5839610099792
scot,bos,18,100335,200,1400.0,2000.0,3400.0,500.09562134742737
scot,pd,18,100336,200,1000.0,1000.0,2000.0,500.1679446697235
scot,deadlock,18,100337,200,200.0,200.0,400.0,500.2542839050293
scot,samaritan,18,100338,200,-200.0,-600.0,-800.0,506.76488280296326
scot,lemons,18,100339,200,4.0,-1.0,3.0,892.8884255886078
scot,bos,19,100340,200,1400.0,2000.0,3400.0,514.0083699226379
scot,pd,19,100341,200,1000.0,1000.0,2000.0,502.5714302062988
scot,deadlock,19,100342,200,200.0,200.0,400.0,501.23269605636597
scot,samaritan,19,100343,200,-200.0,-600.0,-800.0,515.1074895858765
scot,lemons,19,100344,200,4.0,-1.0,3.0,897.9520049095154
scot,bos,20,100345,200,1400.0,2000.0,3400.0,500.10755729675293
scot,pd,20,100346,200,1000.0,1000.0,2000.0,501.09604477882385
scot,deadlock,20,100347,200,200.0,200.0,400.0,497.9878146648407
scot,samaritan,20,100348,200,-200.0,-600.0,-800.0,506.4488413333893
scot,lemons,20,100349,200,4.0,-1.0,3.0,899.4937326908112
scot,bos,21,100350,200,1400.0,2000.0,3400.0,500.76458501815796
scot,pd,21,100351,200,1000.0,1000.0,2000.0,501.9822885990143
scot,deadlock,21,100352,200,200.0,200.0,400.0,501.3076524734497
scot,samaritan,21,100353,200,-200.0,-600.0,-800.0,510.73575615882874
scot,lemons,21,100354,200,4.0,-1.0,3.0,898.4066317081451
scot,bos,22,100355,200,1400.0,2000.0,3400.0,505.1263780593872
scot,pd,22,100356,200,1000.0,1000.0,2000.0,502.0101885795593
scot,deadlock,22,100357,200,200.0,200.0,400.0,500.6271233558655
scot,samaritan,22,100358,200,-200.0,-600.0,-800.0,508.33936405181885
scot,lemons,22,100359,200,4.0,-1.0,3.0,894.6805086135864
scot,bos,23,100360,200,1400.0,2000.0,3400.0,504.4601767063141
scot,pd,23,100361,200,1000.0,1000.0,2000.0,502.61767578125
scot,deadlock,23,100362,200,200.0,200.0,400.0,498.29795956611633
scot,samaritan,23,100363,200,-200.0,-600.0,-800.0,506.7258086204529
scot,lemons,23,100364,200,4.0,-1.0,3.0,895.2781391143799
scot,bos,24,100365,200,1400.0,2000.0,3400.0,508.9143466949463
scot,pd,24,100366,200,1000.0,1000.0,2000.0,504.1265015602112
scot,deadlock,24,100367,200,200.0,200.0,400.0,498.8361611366272
scot,samaritan,24,100368,200,-200.0,-600.0,-800.0,509.4666790962219
scot,lemons,24,100369,200,4.0,-1.0,3.0,897.5981907844543
scot,bos,25,100370,200,1400.0,2000.0,3400.0,500.3462471961975
scot,pd,25,100371,200,1000.0,1000.0,2000.0,514.2740383148193
scot,deadlock,25,100372,200,200.0,200.0,400.0,497.02906823158264
scot,samaritan,25,100373,200,-200.0,-600.0,-800.0,506.4966688156128
scot,lemons,25,100374,200,4.0,-1.0,3.0,896.1986536979675
