mode,game,run,seed,rounds,total1,total2,total_score,elapsed_sec
psbr,bos,1,200100,100,315.0,450.0,765.0,180.28115224838257
psbr,pd,1,200101,100,730.0,720.0,1450.0,146.64754819869995
psbr,harmony,1,200102,100,300.0,300.0,600.0,142.6805775165558
psbr,deadlock,1,200103,100,198.0,201.0,399.0,141.9399311542511
psbr,bos,2,200104,100,1000.0,700.0,1700.0,159.27308702468872
psbr,pd,2,200105,100,744.0,754.0,1498.0,145.4617862701416
psbr,harmony,2,200106,100,300.0,300.0,600.0,142.21927285194397
psbr,deadlock,2,200107,100,200.0,200.0,400.0,142.44860672950745
psbr,bos,3,200108,100,637.0,910.0,1547.0,168.13582158088684
psbr,pd,3,200109,100,740.0,770.0,1510.0,143.43482398986816
psbr,harmony,3,200110,100,300.0,300.0,600.0,141.90484714508057
psbr,deadlock,3,200111,100,200.0,200.0,400.0,141.95768547058105
psbr,bos,4,200112,100,1000.0,700.0,1700.0,158.52724957466125
psbr,pd,4,200113,100,785.0,665.0,1450.0,143.6359405517578
psbr,harmony,4,200114,100,300.0,300.0,600.0,142.04167556762695
psbr,deadlock,4,200115,100,200.0,200.0,400.0,141.78464031219482
psbr,bos,5,200116,100,472.0,667.0,1139.0,175.1422243118286
psbr,pd,5,200117,100,722.0,722.0,1444.0,145.65113973617554
psbr,harmony,5,200118,100,300.0,300.0,600.0,141.90355610847473
psbr,deadlock,5,200119,100,200.0,200.0,400.0,141.51337599754333
psbr,bos,6,200120,100,658.0,940.0,1598.0,166.21044874191284
psbr,pd,6,200121,100,650.0,770.0,1420.0,146.23672747612
psbr,harmony,6,200122,100,300.0,300.0,600.0,142.18029618263245
psbr,deadlock,6,200123,100,200.0,200.0,400.0,142.11369943618774
psbr,bos,7,200124,100,1000.0,700.0,1700.0,158.11967062950134
psbr,pd,7,200125,100,706.0,756.0,1462.0,144.8362274169922
psbr,harmony,7,200126,100,300.0,300.0,600.0,142.26848006248474
psbr,deadlock,7,200127,100,200.0,200.0,400.0,141.86711502075195
psbr,bos,8,200128,100,490.0,700.0,1190.0,179.36180973052979
psbr,pd,8,200129,100,684.0,754.0,1438.0,146.8184494972229
psbr,harmony,8,200130,100,300.0,300.0,600.0,142.08105897903442
psbr,deadlock,8,200131,100,198.0,201.0,399.0,141.69758296012878
psbr,bos,9,200132,100,567.0,810.0,1377.0,175.6328616142273
psbr,pd,9,200133,100,720.0,760.0,1480.0,144.41091346740723
psbr,harmony,9,200134,100,300.0,300.0,600.0,142.10706686973572
psbr,deadlock,9,200135,100,200.0,200.0,400.0,141.7977385520935
psbr,bos,10,200136,100,609.0,870.0,1479.0,173.94379830360413
psbr,pd,10,200137,100,640.0,750.0,1390.0,146.70624709129333
psbr,harmony,10,200138,100,300.0,300.0,600.0,142.22496604919434
psbr,deadlock,10,200139,100,200.0,200.0,400.0,141.95717787742615
psbr,bos,11,200140,100,210.0,300.0,510.0,173.76537823677063
psbr,pd,11,200141,100,688.0,768.0,1456.0,144.50466322898865
psbr,harmony,11,200142,100,300.0,300.0,600.0,142.07753539085388
psbr,deadlock,11,200143,100,200.0,200.0,400.0,141.7118275165558
psbr,bos,12,200144,100,234.0,327.0,561.0,173.7065155506134
psbr,pd,12,200145,100,743.0,743.0,1486.0,143.45002937316895
psbr,harmony,12,200146,100,300.0,300.0,600.0,141.63978147506714
psbr,deadlock,12,200147,100,200.0,200.0,400.0,141.8215172290802
psbr,bos,13,200148,100,301.0,430.0,731.0,176.39410662651062
psbr,pd,13,200149,100,732.0,712.0,1444.0,145.77287793159485
psbr,harmony,13,200150,100,300.0,300.0,600.0,142.15118837356567
psbr,deadlock,13,200151,100,200.0,200.0,400.0,141.7937948703766
psbr,bos,14,200152,100,616.0,880.0,1496.0,173.20651841163635
psbr,pd,14,200153,100,753.0,733.0,1486.0,143.4693579673767
psbr,harmony,14,200154,100,300.0,300.0,600.0,141.94198036193848
psbr,deadlock,14,200155,100,200.0,200.0,400.0,141.54184651374817
psbr,bos,15,200156,100,588.0,840.0,1428.0,174.28595972061157
psbr,pd,15,200157,100,730.0,720.0,1450.0,145.35942554473877
psbr,harmony,15,200158,100,300.0,300.0,600.0,141.8497292995453
psbr,deadlock,15,200159,100,200.0,200.0,400.0,141.56769561767578
psbr,bos,16,200160,100,42.0,60.0,102.0,172.86657094955444
psbr,pd,16,200161,100,736.0,726.0,1462.0,145.21158504486084
psbr,harmony,16,200162,100,300.0,300.0,600.0,141.59320497512817
psbr,deadlock,16,200163,100,200.0,200.0,400.0,141.35076308250427
psbr,bos,17,200164,100,595.0,850.0,1445.0,171.03622817993164
psbr,pd,17,200165,100,756.0,766.0,1522.0,143.2742042541504
psbr,harmony,17,200166,100,300.0,300.0,600.0,142.11726474761963
psbr,deadlock,17,200167,100,200.0,200.0,400.0,141.67488479614258
psbr,bos,18,200168,100,532.0,760.0,1292.0,176.63268160820007
psbr,pd,18,200169,100,694.0,774.0,1468.0,144.04670596122742
psbr,harmony,18,200170,100,300.0,300.0,600.0,142.04505515098572
psbr,deadlock,18,200171,100,200.0,200.0,400.0,142.05024671554565
psbr,bos,19,200172,100,262.0,367.0,629.0,174.95292782783508
psbr,pd,19,200173,100,760.0,750.0,1510.0,143.598450422287
psbr,harmony,19,200174,100,300.0,300.0,600.0,142.00889682769775
psbr,deadlock,19,200175,100,200.0,200.0,400.0,141.689462184906
psbr,bos,20,200176,100,392.0,560.0,952.0,175.49945759773254
psbr,pd,20,200177,100,722.0,752.0,1474.0,142.7357156276703
psbr,harmony,20,200178,100,300.0,300.0,600.0,141.84948873519897
psbr,deadlock,20,200179,100,200.0,200.0,400.0,141.50926184654236
psbr,bos,21,200180,100,700.0,1000.0,1700.0,169.13619589805603
psbr,pd,21,200181,100,698.0,698.0,1396.0,152.41527938842773
psbr,harmony,21,200182,100,300.0,300.0,600.0,141.58247184753418
psbr,deadlock,21,200183,100,200.0,200.0,400.0,141.26666045188904
psbr,bos,22,200184,100,82.0,88.0,170.0,170.94204592704773
psbr,pd,22,200185,100,713.0,743.0,1456.0,145.91972637176514
psbr,harmony,22,200186,100,300.0,300.0,600.0,141.9041199684143
psbr,deadlock,22,200187,100,200.0,200.0,400.0,141.67787265777588
psbr,bos,23,200188,100,189.0,270.0,459.0,174.57016110420227
psbr,pd,23,200189,100,746.0,716.0,1462.0,144.953378200531
psbr,harmony,23,200190,100,300.0,300.0,600.0,141.82683300971985
psbr,deadlock,23,200191,100,200.0,200.0,400.0,141.59193110466003
psbr,bos,24,200192,100,1000.0,700.0,1700.0,158.56230211257935
